merged_gene_id	merged_isoform_id	internal_id	final_decision	annotation_track	source_id	transcript_id	topology_class	contig	start	end	strand
CM058179.1_8124966-8128196f	CM058179.1_8124966-8128196f_X1-8124966-8128196-IRN_051565	IRN_051565	accept	Dmagna_LRV_snap-aug	maker-CM058179.1-augustus-gene-1.816-mRNA-1	maker-CM058179.1-augustus-gene-1.816-mRNA-1	strict	CM058179.1	8124966	8128196	+
CM058179.1_8124966-8128196f	CM058179.1_8124966-8128196f_X2-8125345-8128196-IRN_018736	IRN_018736	reject	Dmagna_LRV_rnd1	maker-CM058179.1-exonerate_protein2genome-gene-0.31-mRNA-1	maker-CM058179.1-exonerate_protein2genome-gene-0.31-mRNA-1	relaxed	CM058179.1	8125345	8128196	+
CM058179.1_8124966-8128196f	CM058179.1_8124966-8128196f_X3-8126774-8127863-IRN_045533	IRN_045533	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027595-T1	rna-Dmagna027595-T1	fail	CM058179.1	8126774	8127863	+
CM058179.1_8124966-8128196f	CM058179.1_8124966-8128196f_X4-8126774-8128196-IRN_006067	IRN_006067	reject	Dmagna_LRV_IRs_braker_fixed	g15446.t1	g15446.t1	relaxed	CM058179.1	8126774	8128196	+
CM058179.1_8124966-8128196f	CM058179.1_8124966-8128196f_X5-8126774-8128196-IRN_006068	IRN_006068	reject	Dmagna_LRV_IRs_braker_fixed	g15446.t2	g15446.t2	relaxed	CM058179.1	8126774	8128196	+
CM058179.1_8124966-8128196f	CM058179.1_8124966-8128196f_X6-8126774-8128196-IRN_045534	IRN_045534	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027595-T2	rna-Dmagna027595-T2	relaxed	CM058179.1	8126774	8128196	+
CM058179.1_8614942-8617065f	CM058179.1_8614942-8617065f_X1-8614942-8617065-IRN_051566	IRN_051566	accept	Dmagna_LRV_snap-aug	maker-CM058179.1-augustus-gene-1.817-mRNA-1	maker-CM058179.1-augustus-gene-1.817-mRNA-1	strict	CM058179.1	8614942	8617065	+
CM058179.1_8614942-8617065f	CM058179.1_8614942-8617065f_X2-8615002-8617065-IRN_006145	IRN_006145	accept	Dmagna_LRV_IRs_braker_fixed	g15514.t1	g15514.t1	strict	CM058179.1	8615002	8617065	+
CM058179.1_8614942-8617065f	CM058179.1_8614942-8617065f_X3-8615002-8617065-IRN_006146	IRN_006146	accept	Dmagna_LRV_IRs_braker_fixed	g15514.t2	g15514.t2	strict	CM058179.1	8615002	8617065	+
CM058179.1_8614942-8617065f	CM058179.1_8614942-8617065f_X4-8615002-8617065-IRN_006147	IRN_006147	accept	Dmagna_LRV_IRs_braker_fixed	g15514.t3	g15514.t3	strict	CM058179.1	8615002	8617065	+
CM058179.1_8614942-8617065f	CM058179.1_8614942-8617065f_X5-8615002-8617065-IRN_018730	IRN_018730	accept	Dmagna_LRV_rnd1	maker-CM058179.1-exonerate_est2genome-gene-0.3-mRNA-1	maker-CM058179.1-exonerate_est2genome-gene-0.3-mRNA-1	strict	CM058179.1	8615002	8617065	+
CM058179.1_8614942-8617065f	CM058179.1_8614942-8617065f_X6-8615002-8617065-IRN_045650	IRN_045650	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027741-T1	rna-Dmagna027741-T1	strict	CM058179.1	8615002	8617065	+
CM058179.1_8614942-8617065f	CM058179.1_8614942-8617065f_X7-8615592-8617065-IRN_045651	IRN_045651	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027741-T2	rna-Dmagna027741-T2	relaxed	CM058179.1	8615592	8617065	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X1-186083-188420-IRN_006568	IRN_006568	accept	Dmagna_LRV_IRs_braker_fixed	g15894.t1	g15894.t1	strict	CM058180.1	186083	188420	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X2-186083-188420-IRN_018739	IRN_018739	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.14-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.14-mRNA-1	strict	CM058180.1	186083	188420	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X3-186083-194571-IRN_051575	IRN_051575	reject	Dmagna_LRV_snap-aug	maker-CM058180.1-snap-gene-1.911-mRNA-1	maker-CM058180.1-snap-gene-1.911-mRNA-1	fail	CM058180.1	186083	194571	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X4-186167-188420-IRN_006569	IRN_006569	accept	Dmagna_LRV_IRs_braker_fixed	g15894.t2	g15894.t2	strict	CM058180.1	186167	188420	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X5-186842-187871-IRN_046228	IRN_046228	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028603-T1	rna-Dmagna028603-T1	fail	CM058180.1	186842	187871	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X6-192330-194580-IRN_006571	IRN_006571	accept	Dmagna_LRV_IRs_braker_fixed	g15896.t1	g15896.t1	strict	CM058180.1	192330	194580	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X7-192330-195798-IRN_046231	IRN_046231	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028605-T2	rna-Dmagna028605-T2	strict	CM058180.1	192330	195798	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X8-192420-194580-IRN_006572	IRN_006572	accept	Dmagna_LRV_IRs_braker_fixed	g15896.t2	g15896.t2	strict	CM058180.1	192420	194580	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X9-192420-194580-IRN_018738	IRN_018738	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.13-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.13-mRNA-1	strict	CM058180.1	192420	194580	+
CM058180.1_186083-195798f	CM058180.1_186083-195798f_X10-192878-195798-IRN_046230	IRN_046230	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028605-T1	rna-Dmagna028605-T1	relaxed	CM058180.1	192878	195798	+
CM058180.1_443425-445401f	CM058180.1_443425-445401f_X1-443425-444918-IRN_046303	IRN_046303	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028679-T1	rna-Dmagna028679-T1	fail	CM058180.1	443425	444918	+
CM058180.1_443425-445401f	CM058180.1_443425-445401f_X2-443425-445401-IRN_006620	IRN_006620	accept	Dmagna_LRV_IRs_braker_fixed	g15939.t1	g15939.t1	strict	CM058180.1	443425	445401	+
CM058180.1_443425-445401f	CM058180.1_443425-445401f_X3-443425-445401-IRN_018740	IRN_018740	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.30-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.30-mRNA-1	strict	CM058180.1	443425	445401	+
CM058180.1_443425-445401f	CM058180.1_443425-445401f_X4-443425-445401-IRN_051573	IRN_051573	accept	Dmagna_LRV_snap-aug	maker-CM058180.1-augustus-gene-1.922-mRNA-1	maker-CM058180.1-augustus-gene-1.922-mRNA-1	strict	CM058180.1	443425	445401	+
CM058180.1_443425-445401f	CM058180.1_443425-445401f_X5-443485-445401-IRN_006621	IRN_006621	reject	Dmagna_LRV_IRs_braker_fixed	g15939.t2	g15939.t2	relaxed	CM058180.1	443485	445401	+
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X1-872376-874547-IRN_006687	IRN_006687	accept	Dmagna_LRV_IRs_braker_fixed	g15999.t1	g15999.t1	strict	CM058180.1	872376	874547	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X2-872376-874547-IRN_018745	IRN_018745	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.44-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.44-mRNA-1	strict	CM058180.1	872376	874547	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X3-872376-874547-IRN_046435	IRN_046435	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028808-T1	rna-Dmagna028808-T1	relaxed	CM058180.1	872376	874547	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X4-872376-887404-IRN_051578	IRN_051578	reject	Dmagna_LRV_snap-aug	maker-CM058180.1-snap-gene-1.916-mRNA-1	maker-CM058180.1-snap-gene-1.916-mRNA-1	fail	CM058180.1	872376	887404	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X5-875017-883584-IRN_046436	IRN_046436	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028809-T1	rna-Dmagna028809-T1	fail	CM058180.1	875017	883584	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X6-877606-879860-IRN_006691	IRN_006691	accept	Dmagna_LRV_IRs_braker_fixed	g16000.t1	g16000.t1	strict	CM058180.1	877606	879860	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X7-877606-879860-IRN_018744	IRN_018744	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.42-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.42-mRNA-1	strict	CM058180.1	877606	879860	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X8-877728-879845-IRN_006692	IRN_006692	accept	Dmagna_LRV_IRs_braker_fixed	g16000.t2	g16000.t2	strict	CM058180.1	877728	879845	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X9-881442-883515-IRN_006694	IRN_006694	reject	Dmagna_LRV_IRs_braker_fixed	g16001.t2	g16001.t2	relaxed	CM058180.1	881442	883515	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X10-881442-883584-IRN_006693	IRN_006693	accept	Dmagna_LRV_IRs_braker_fixed	g16001.t1	g16001.t1	strict	CM058180.1	881442	883584	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X11-881442-883584-IRN_018746	IRN_018746	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.45-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.45-mRNA-1	strict	CM058180.1	881442	883584	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X12-885205-887299-IRN_006696	IRN_006696	accept	Dmagna_LRV_IRs_braker_fixed	g16002.t2	g16002.t2	strict	CM058180.1	885205	887299	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X13-885205-887302-IRN_018747	IRN_018747	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.46-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.46-mRNA-1	strict	CM058180.1	885205	887302	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X14-885205-887302-IRN_046438	IRN_046438	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028811-T1	rna-Dmagna028811-T1	strict	CM058180.1	885205	887302	-
CM058180.1_872376-887404r	CM058180.1_872376-887404r_X15-885210-887302-IRN_006695	IRN_006695	reject	Dmagna_LRV_IRs_braker_fixed	g16002.t1	g16002.t1	fail	CM058180.1	885210	887302	-
CM058180.1_944623-957518r	CM058180.1_944623-957518r_X1-944623-952738-IRN_051579	IRN_051579	reject	Dmagna_LRV_snap-aug	maker-CM058180.1-snap-gene-1.917-mRNA-1	maker-CM058180.1-snap-gene-1.917-mRNA-1	fail	CM058180.1	944623	952738	-
CM058180.1_944623-957518r	CM058180.1_944623-957518r_X2-946385-948939-IRN_046455	IRN_046455	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028828-T1	rna-Dmagna028828-T1	relaxed	CM058180.1	946385	948939	-
CM058180.1_944623-957518r	CM058180.1_944623-957518r_X3-947009-949099-IRN_006708	IRN_006708	accept	Dmagna_LRV_IRs_braker_fixed	g16013.t1	g16013.t1	strict	CM058180.1	947009	949099	-
CM058180.1_944623-957518r	CM058180.1_944623-957518r_X4-947009-949099-IRN_018748	IRN_018748	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.61-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.61-mRNA-1	strict	CM058180.1	947009	949099	-
CM058180.1_944623-957518r	CM058180.1_944623-957518r_X5-950600-952812-IRN_046456	IRN_046456	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna028829-T1	rna-Dmagna028829-T1	relaxed	CM058180.1	950600	952812	-
CM058180.1_944623-957518r	CM058180.1_944623-957518r_X6-950600-957518-IRN_006709	IRN_006709	reject	Dmagna_LRV_IRs_braker_fixed	g16014.t1	g16014.t1	fail	CM058180.1	950600	957518	-
CM058180.1_1876964-1882734f	CM058180.1_1876964-1882734f_X1-1876964-1879489-IRN_006822	IRN_006822	accept	Dmagna_LRV_IRs_braker_fixed	g16116.t1	g16116.t1	strict	CM058180.1	1876964	1879489	+
CM058180.1_1876964-1882734f	CM058180.1_1876964-1882734f_X2-1876964-1879489-IRN_018741	IRN_018741	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.37-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.37-mRNA-1	strict	CM058180.1	1876964	1879489	+
CM058180.1_1876964-1882734f	CM058180.1_1876964-1882734f_X3-1876964-1882734-IRN_051576	IRN_051576	reject	Dmagna_LRV_snap-aug	maker-CM058180.1-snap-gene-1.913-mRNA-1	maker-CM058180.1-snap-gene-1.913-mRNA-1	fail	CM058180.1	1876964	1882734	+
CM058180.1_1876964-1882734f	CM058180.1_1876964-1882734f_X4-1880319-1882708-IRN_046681	IRN_046681	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna029068-T1	rna-Dmagna029068-T1	relaxed	CM058180.1	1880319	1882708	+
CM058180.1_1876964-1882734f	CM058180.1_1876964-1882734f_X5-1880385-1882708-IRN_006823	IRN_006823	accept	Dmagna_LRV_IRs_braker_fixed	g16117.t1	g16117.t1	strict	CM058180.1	1880385	1882708	+
CM058180.1_1876964-1882734f	CM058180.1_1876964-1882734f_X6-1880385-1882708-IRN_018742	IRN_018742	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.38-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.38-mRNA-1	strict	CM058180.1	1880385	1882708	+
CM058180.1_1927197-1929442r	CM058180.1_1927197-1929442r_X1-1927197-1929030-IRN_046698	IRN_046698	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna029084-T1	rna-Dmagna029084-T1	relaxed	CM058180.1	1927197	1929030	-
CM058180.1_1927197-1929442r	CM058180.1_1927197-1929442r_X2-1927197-1929418-IRN_018750	IRN_018750	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.73-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.73-mRNA-1	strict	CM058180.1	1927197	1929418	-
CM058180.1_1927197-1929442r	CM058180.1_1927197-1929442r_X3-1927197-1929418-IRN_051574	IRN_051574	accept	Dmagna_LRV_snap-aug	maker-CM058180.1-exonerate_protein2genome-gene-0.73-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.73-mRNA-1	strict	CM058180.1	1927197	1929418	-
CM058180.1_1927197-1929442r	CM058180.1_1927197-1929442r_X4-1927197-1929442-IRN_006834	IRN_006834	accept	Dmagna_LRV_IRs_braker_fixed	g16126.t1	g16126.t1	strict	CM058180.1	1927197	1929442	-
CM058180.1_1927197-1929442r	CM058180.1_1927197-1929442r_X5-1927667-1928751-IRN_046699	IRN_046699	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna029084-T2	rna-Dmagna029084-T2	fail	CM058180.1	1927667	1928751	-
CM058171.1_12127796-12129796r	CM058171.1_12127796-12129796r_X1-12127796-12129515-IRN_028897	IRN_028897	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna009863-T1	rna-Dmagna009863-T1	relaxed	CM058171.1	12127796	12129515	-
CM058171.1_12127796-12129796r	CM058171.1_12127796-12129796r_X2-12127796-12129796-IRN_006860	IRN_006860	accept	Dmagna_LRV_IRs_braker_fixed	g1615.t1	g1615.t1	strict	CM058171.1	12127796	12129796	-
CM058171.1_12127796-12129796r	CM058171.1_12127796-12129796r_X3-12127796-12129796-IRN_018679	IRN_018679	accept	Dmagna_LRV_rnd1	maker-CM058171.1-exonerate_protein2genome-gene-0.9-mRNA-1	maker-CM058171.1-exonerate_protein2genome-gene-0.9-mRNA-1	strict	CM058171.1	12127796	12129796	-
CM058171.1_12127796-12129796r	CM058171.1_12127796-12129796r_X4-12127796-12129796-IRN_051522	IRN_051522	accept	Dmagna_LRV_snap-aug	maker-CM058171.1-exonerate_protein2genome-gene-0.9-mRNA-1	maker-CM058171.1-exonerate_protein2genome-gene-0.9-mRNA-1	strict	CM058171.1	12127796	12129796	-
CM058171.1_12132061-12135652r	CM058171.1_12132061-12135652r_X1-12132061-12135652-IRN_006871	IRN_006871	reject	Dmagna_LRV_IRs_braker_fixed	g1616.t1	g1616.t1	fail	CM058171.1	12132061	12135652	-
CM058171.1_12132061-12135652r	CM058171.1_12132061-12135652r_X2-12134760-12135652-IRN_028899	IRN_028899	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna009865-T1	rna-Dmagna009865-T1	fail	CM058171.1	12134760	12135652	-
CM058180.1_2420719-2426574r	CM058180.1_2420719-2426574r_X1-2420719-2422945-IRN_006902	IRN_006902	accept	Dmagna_LRV_IRs_braker_fixed	g16188.t1	g16188.t1	strict	CM058180.1	2420719	2422945	-
CM058180.1_2420719-2426574r	CM058180.1_2420719-2426574r_X2-2420719-2422945-IRN_006903	IRN_006903	accept	Dmagna_LRV_IRs_braker_fixed	g16188.t2	g16188.t2	strict	CM058180.1	2420719	2422945	-
CM058180.1_2420719-2426574r	CM058180.1_2420719-2426574r_X3-2420719-2422945-IRN_018752	IRN_018752	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.76-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.76-mRNA-1	strict	CM058180.1	2420719	2422945	-
CM058180.1_2420719-2426574r	CM058180.1_2420719-2426574r_X4-2420719-2422945-IRN_046832	IRN_046832	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna029211-T1	rna-Dmagna029211-T1	strict	CM058180.1	2420719	2422945	-
CM058180.1_2420719-2426574r	CM058180.1_2420719-2426574r_X5-2420719-2426574-IRN_051580	IRN_051580	reject	Dmagna_LRV_snap-aug	maker-CM058180.1-snap-gene-1.919-mRNA-1	maker-CM058180.1-snap-gene-1.919-mRNA-1	fail	CM058180.1	2420719	2426574	-
CM058180.1_2420719-2426574r	CM058180.1_2420719-2426574r_X6-2424305-2426343-IRN_046833	IRN_046833	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna029212-T1	rna-Dmagna029212-T1	relaxed	CM058180.1	2424305	2426343	-
CM058180.1_2420719-2426574r	CM058180.1_2420719-2426574r_X7-2424305-2426574-IRN_006904	IRN_006904	accept	Dmagna_LRV_IRs_braker_fixed	g16189.t1	g16189.t1	strict	CM058180.1	2424305	2426574	-
CM058180.1_2420719-2426574r	CM058180.1_2420719-2426574r_X8-2424305-2426574-IRN_018751	IRN_018751	accept	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.75-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.75-mRNA-1	strict	CM058180.1	2424305	2426574	-
CM058180.1_6698478-6713198f	CM058180.1_6698478-6713198f_X1-6698478-6713189-IRN_051577	IRN_051577	accept	Dmagna_LRV_snap-aug	maker-CM058180.1-snap-gene-1.914-mRNA-1	maker-CM058180.1-snap-gene-1.914-mRNA-1	strict	CM058180.1	6698478	6713189	+
CM058180.1_6698478-6713198f	CM058180.1_6698478-6713198f_X2-6698490-6713198-IRN_007570	IRN_007570	accept	Dmagna_LRV_IRs_braker_fixed	g16789.t1	g16789.t1	strict	CM058180.1	6698490	6713198	+
CM058180.1_6698478-6713198f	CM058180.1_6698478-6713198f_X3-6700622-6713198-IRN_047705	IRN_047705	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna030392-T1	rna-Dmagna030392-T1	relaxed	CM058180.1	6700622	6713198	+
CM058180.1_7986229-7988133f	CM058180.1_7986229-7988133f_X1-7986229-7988133-IRN_007815	IRN_007815	accept	Dmagna_LRV_IRs_braker_fixed	g17008.t1	g17008.t1	strict	CM058180.1	7986229	7988133	+
CM058180.1_7986229-7988133f	CM058180.1_7986229-7988133f_X2-7986283-7988133-IRN_018743	IRN_018743	reject	Dmagna_LRV_rnd1	maker-CM058180.1-exonerate_protein2genome-gene-0.40-mRNA-1	maker-CM058180.1-exonerate_protein2genome-gene-0.40-mRNA-1	relaxed	CM058180.1	7986283	7988133	+
CM058180.1_7986229-7988133f	CM058180.1_7986229-7988133f_X3-7986283-7988133-IRN_048055	IRN_048055	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna030723-T1	rna-Dmagna030723-T1	relaxed	CM058180.1	7986283	7988133	+
CM058180.1_7986229-7988133f	CM058180.1_7986229-7988133f_X4-7986283-7988133-IRN_051516	IRN_051516	reject	Dmagna_LRV_snap-aug	augustus_masked-CM058180.1-processed-gene-1.487-mRNA-1	augustus_masked-CM058180.1-processed-gene-1.487-mRNA-1	relaxed	CM058180.1	7986283	7988133	+
CM058171.1_13469967-13472145r	CM058171.1_13469967-13472145r_X1-13469967-13472076-IRN_008983	IRN_008983	reject	Dmagna_LRV_IRs_braker_fixed	g1806.t1	g1806.t1	relaxed	CM058171.1	13469967	13472076	-
CM058171.1_13469967-13472145r	CM058171.1_13469967-13472145r_X2-13469967-13472076-IRN_018675	IRN_018675	reject	Dmagna_LRV_rnd1	maker-CM058171.1-exonerate_protein2genome-gene-0.17-mRNA-1	maker-CM058171.1-exonerate_protein2genome-gene-0.17-mRNA-1	relaxed	CM058171.1	13469967	13472076	-
CM058171.1_13469967-13472145r	CM058171.1_13469967-13472145r_X3-13469967-13472076-IRN_029258	IRN_029258	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna010217-T1	rna-Dmagna010217-T1	relaxed	CM058171.1	13469967	13472076	-
CM058171.1_13469967-13472145r	CM058171.1_13469967-13472145r_X4-13469967-13472145-IRN_051521	IRN_051521	accept	Dmagna_LRV_snap-aug	maker-CM058171.1-augustus-gene-1.1083-mRNA-1	maker-CM058171.1-augustus-gene-1.1083-mRNA-1	strict	CM058171.1	13469967	13472145	-
CM058171.1_1507690-1509796f	CM058171.1_1507690-1509796f_X1-1507690-1509557-IRN_026222	IRN_026222	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna007289-T1	rna-Dmagna007289-T1	fail	CM058171.1	1507690	1509557	+
CM058171.1_1507690-1509796f	CM058171.1_1507690-1509796f_X2-1507690-1509796-IRN_009752	IRN_009752	accept	Dmagna_LRV_IRs_braker_fixed	g198.t1	g198.t1	strict	CM058171.1	1507690	1509796	+
CM058171.1_1507690-1509796f	CM058171.1_1507690-1509796f_X3-1507690-1509796-IRN_018676	IRN_018676	accept	Dmagna_LRV_rnd1	maker-CM058171.1-exonerate_protein2genome-gene-0.5-mRNA-1	maker-CM058171.1-exonerate_protein2genome-gene-0.5-mRNA-1	strict	CM058171.1	1507690	1509796	+
CM058171.1_1507690-1509796f	CM058171.1_1507690-1509796f_X4-1507690-1509796-IRN_051517	IRN_051517	accept	Dmagna_LRV_snap-aug	maker-CM058171.1-augustus-gene-1.1076-mRNA-1	maker-CM058171.1-augustus-gene-1.1076-mRNA-1	strict	CM058171.1	1507690	1509796	+
CM058172.1_1156880-1175740r	CM058172.1_1156880-1175740r_X1-1156880-1165681-IRN_019006	IRN_019006	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna000248-T2	rna-Dmagna000248-T2	relaxed	CM058172.1	1156880	1165681	-
CM058172.1_1156880-1175740r	CM058172.1_1156880-1175740r_X2-1156880-1168793-IRN_018681	IRN_018681	accept	Dmagna_LRV_rnd1	maker-CM058172.1-exonerate_protein2genome-gene-0.29-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.29-mRNA-1	relaxed	CM058172.1	1156880	1168793	-
CM058172.1_1156880-1175740r	CM058172.1_1156880-1175740r_X3-1156880-1168793-IRN_051526	IRN_051526	accept	Dmagna_LRV_snap-aug	maker-CM058172.1-exonerate_protein2genome-gene-0.29-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.29-mRNA-1	relaxed	CM058172.1	1156880	1168793	-
CM058172.1_1156880-1175740r	CM058172.1_1156880-1175740r_X4-1156880-1169752-IRN_019005	IRN_019005	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna000248-T1	rna-Dmagna000248-T1	relaxed	CM058172.1	1156880	1169752	-
CM058172.1_1156880-1175740r	CM058172.1_1156880-1175740r_X5-1156880-1175740-IRN_009880	IRN_009880	reject	Dmagna_LRV_IRs_braker_fixed	g2094.t1	g2094.t1	fail	CM058172.1	1156880	1175740	-
CM058172.1_1197234-1204653f	CM058172.1_1197234-1204653f_X1-1197234-1204653-IRN_009883	IRN_009883	accept	Dmagna_LRV_IRs_braker_fixed	g2096.t1	g2096.t1	relaxed	CM058172.1	1197234	1204653	+
CM058172.1_1197234-1204653f	CM058172.1_1197234-1204653f_X2-1197234-1204653-IRN_018685	IRN_018685	accept	Dmagna_LRV_rnd1	maker-CM058172.1-exonerate_protein2genome-gene-0.4-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.4-mRNA-1	relaxed	CM058172.1	1197234	1204653	+
CM058172.1_1197234-1204653f	CM058172.1_1197234-1204653f_X3-1197234-1204653-IRN_051523	IRN_051523	accept	Dmagna_LRV_snap-aug	maker-CM058172.1-augustus-gene-1.758-mRNA-1	maker-CM058172.1-augustus-gene-1.758-mRNA-1	relaxed	CM058172.1	1197234	1204653	+
CM058172.1_1197234-1204653f	CM058172.1_1197234-1204653f_X4-1199961-1204653-IRN_019011	IRN_019011	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna000253-T1	rna-Dmagna000253-T1	relaxed	CM058172.1	1199961	1204653	+
CM058172.1_4341741-4343911r	CM058172.1_4341741-4343911r_X1-4341741-4343905-IRN_010297	IRN_010297	accept	Dmagna_LRV_IRs_braker_fixed	g2469.t1	g2469.t1	strict	CM058172.1	4341741	4343905	-
CM058172.1_4341741-4343911r	CM058172.1_4341741-4343911r_X2-4341741-4343905-IRN_018682	IRN_018682	accept	Dmagna_LRV_rnd1	maker-CM058172.1-exonerate_protein2genome-gene-0.31-mRNA-1	maker-CM058172.1-exonerate_protein2genome-gene-0.31-mRNA-1	strict	CM058172.1	4341741	4343905	-
CM058172.1_4341741-4343911r	CM058172.1_4341741-4343911r_X3-4341741-4343905-IRN_019737	IRN_019737	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna000950-T1	rna-Dmagna000950-T1	strict	CM058172.1	4341741	4343905	-
CM058172.1_4341741-4343911r	CM058172.1_4341741-4343911r_X4-4341741-4343911-IRN_051529	IRN_051529	accept	Dmagna_LRV_snap-aug	maker-CM058172.1-snap-gene-1.809-mRNA-1	maker-CM058172.1-snap-gene-1.809-mRNA-1	strict	CM058172.1	4341741	4343911	-
CM058172.1_4756571-4760105f	CM058172.1_4756571-4760105f_X1-4756571-4758888-IRN_010403	IRN_010403	accept	Dmagna_LRV_IRs_braker_fixed	g2564.t1	g2564.t1	strict	CM058172.1	4756571	4758888	+
