internal_id	source_id	source_header	safe_id	source_type	sequence_sha256	has_internal_stop	contig	start	end	strand	gene_id	transcript_id	final_output_id
IRN_001221	gnl|WGS:ZZZZ|Megafenestra_007794-P1	gnl|WGS:ZZZZ|Megafenestra_007794-P1 uncharacterized protein Megafenestra_007794	IRN_001221	protein_fasta	8b2130aa9ededeb5d476d38be448eead82bf115f180bf3f242801cb3c6ce157f	false							
IRN_001222	gnl|WGS:ZZZZ|Megafenestra_007796-P1	gnl|WGS:ZZZZ|Megafenestra_007796-P1 arginine-glutamic acid dipeptide repeats grunge, partial	IRN_001222	protein_fasta	93a77a49418de67c4cf773e1d13f853072b8d1082833c1e6bc6e9b4858b7bed6	false							
IRN_001223	gnl|WGS:ZZZZ|Megafenestra_007797-P1	gnl|WGS:ZZZZ|Megafenestra_007797-P1 mechanosensory transduction mediator stumble	IRN_001223	protein_fasta	71bc60d7909806a216f6d4c3a860d443a0276d6a30f6d43f971633089b54e85a	false							
IRN_001224	gnl|WGS:ZZZZ|Megafenestra_007798-P1	gnl|WGS:ZZZZ|Megafenestra_007798-P1 uncharacterized protein Megafenestra_007798	IRN_001224	protein_fasta	2286c704bd34da2746f6ab8c9043431f3020a0acb167e1c10071db71a616ee5a	false							
IRN_001225	gnl|WGS:ZZZZ|Megafenestra_007799-P1	gnl|WGS:ZZZZ|Megafenestra_007799-P1 heterogeneous nuclear ribonucleoprotein L	IRN_001225	protein_fasta	dc304d4150c091a1fd589cc071d7da701ab39d60307fa422d4500cb3ec94be2b	false							
IRN_001226	gnl|WGS:ZZZZ|Megafenestra_007800-P1	gnl|WGS:ZZZZ|Megafenestra_007800-P1 uncharacterized protein Megafenestra_007800, partial	IRN_001226	protein_fasta	21f8ff40f63eb24ec398a29dfcf7e515af8f4d0e737e2ad25b5efd2ca231ae4a	false							
IRN_001227	gnl|WGS:ZZZZ|Megafenestra_007806-P1	gnl|WGS:ZZZZ|Megafenestra_007806-P1 uncharacterized protein Megafenestra_007806, partial	IRN_001227	protein_fasta	1b8680a87e516f3d027924ef78b73ae99b0ac90b102d5a1262b5e8e776fc99dc	false							
IRN_001228	gnl|WGS:ZZZZ|Megafenestra_007807-P1	gnl|WGS:ZZZZ|Megafenestra_007807-P1 uncharacterized protein Megafenestra_007807, partial	IRN_001228	protein_fasta	683dfc2443d725104fe810ae312bb0749b850febda9f74faacb776f38c9e7aad	false							
IRN_001229	gnl|WGS:ZZZZ|Megafenestra_007830-P1	gnl|WGS:ZZZZ|Megafenestra_007830-P1 spastin	IRN_001229	protein_fasta	3f6fdc6f76a72e66613a8c33978942217ed67a7236fe4cddfbd4b3c868c0cf19	false							
IRN_001230	gnl|WGS:ZZZZ|Megafenestra_007831-P1	gnl|WGS:ZZZZ|Megafenestra_007831-P1 small ribonucleoprotein particle protein SmD1	IRN_001230	protein_fasta	b06bb2b63854080f00e3582a30934ecb5767ce4f233d85c10a0b421779a7966d	false							
IRN_001231	gnl|WGS:ZZZZ|Megafenestra_007837-P1	gnl|WGS:ZZZZ|Megafenestra_007837-P1 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1-like	IRN_001231	protein_fasta	0ad5c996396687c4a2db9e8450002bb9bf7e0778a96aa498978fbaf6305aeb56	false							
IRN_001232	gnl|WGS:ZZZZ|Megafenestra_007846-P1	gnl|WGS:ZZZZ|Megafenestra_007846-P1 BRCA1-associated protein	IRN_001232	protein_fasta	38186559ee004bbeae0d62530426a4cfa3ee1152099414ca51a3eed241ee9855	false							
IRN_001233	gnl|WGS:ZZZZ|Megafenestra_007848-P1	gnl|WGS:ZZZZ|Megafenestra_007848-P1 RNA polymerase II-associated protein 1	IRN_001233	protein_fasta	70eedfe6fb4f989f5c8bd30682fc1cfedb8c94a464fd3c3149fce0ebc269dd67	false							
IRN_001234	gnl|WGS:ZZZZ|Megafenestra_007890-P1	gnl|WGS:ZZZZ|Megafenestra_007890-P1 uncharacterized protein Megafenestra_007890, partial	IRN_001234	protein_fasta	b50629db9f1e6e89e9a23aafc9232560746ce0c21081924057cc3b34ad293ac2	false							
IRN_001235	gnl|WGS:ZZZZ|Megafenestra_007896-P1	gnl|WGS:ZZZZ|Megafenestra_007896-P1 CYFIP-related Rac1 interactor B	IRN_001235	protein_fasta	ccb4b2a18b6b2e3e542167ec2a1b93e0e3a9859e36a237839137bcdb49311332	false							
IRN_001236	gnl|WGS:ZZZZ|Megafenestra_007897-P1	gnl|WGS:ZZZZ|Megafenestra_007897-P1 chitinase-3-like protein 2, partial	IRN_001236	protein_fasta	c0be062823bf150381b60bd66251c421c39f5c79d7a2fc76612049d7b5a82254	false							
IRN_001237	gnl|WGS:ZZZZ|Megafenestra_007898-P1	gnl|WGS:ZZZZ|Megafenestra_007898-P1 uncharacterized protein Megafenestra_007898, partial	IRN_001237	protein_fasta	21f8ff40f63eb24ec398a29dfcf7e515af8f4d0e737e2ad25b5efd2ca231ae4a	false							
IRN_001238	gnl|WGS:ZZZZ|Megafenestra_007899-P1	gnl|WGS:ZZZZ|Megafenestra_007899-P1 uncharacterized protein Megafenestra_007899, partial	IRN_001238	protein_fasta	7be0635fd51f2a6cc8207ee1b4dcfeeb861c9471f87732bd8e0dd725da24d850	false							
IRN_001239	gnl|WGS:ZZZZ|Megafenestra_007900-P1	gnl|WGS:ZZZZ|Megafenestra_007900-P1 glucose-6-phosphate exchanger SLC37A2-like	IRN_001239	protein_fasta	6a881767fa67fd375d5d16f5ba44896e8e097eeff8645d977ebd6cc86242488c	false							
IRN_001240	gnl|WGS:ZZZZ|Megafenestra_007901-P1	gnl|WGS:ZZZZ|Megafenestra_007901-P1 salivary protein Tsal1-like	IRN_001240	protein_fasta	0aacfee0122a35d0be6b9d6f65dfd1a33ed1eb0357c8219d6dba8f25423f8eb4	false							
IRN_001241	gnl|WGS:ZZZZ|Megafenestra_007902-P1	gnl|WGS:ZZZZ|Megafenestra_007902-P1 uncharacterized protein Megafenestra_007902	IRN_001241	protein_fasta	f21a0740d8eac55b7ba4dc65c1ff1540f5d6200027a6a4c26b6121b505da4fc6	false							
IRN_001242	gnl|WGS:ZZZZ|Megafenestra_007903-P1	gnl|WGS:ZZZZ|Megafenestra_007903-P1 DREAM core complex component lin-52	IRN_001242	protein_fasta	0b6c37d8fae4849bf940e9ac3d8d9cccf4f4ef01b92684881989c2c4a2898114	false							
IRN_001243	gnl|WGS:ZZZZ|Megafenestra_007904-P1	gnl|WGS:ZZZZ|Megafenestra_007904-P1 MFS-type transporter SLC18B1-like	IRN_001243	protein_fasta	59bfc49eaceb73b30a6c710d43ac255f3b81b02d8d01293e21eb02668a050525	false							
IRN_001244	gnl|WGS:ZZZZ|Megafenestra_007906-P1	gnl|WGS:ZZZZ|Megafenestra_007906-P1 L-threonine dehydrogenase	IRN_001244	protein_fasta	56a4690a875b7c90d5599a2ec9f896fc81ead7dd046af2b2d3782867fa06dad3	false							
IRN_001245	gnl|WGS:ZZZZ|Megafenestra_007907-P1	gnl|WGS:ZZZZ|Megafenestra_007907-P1 putative inorganic phosphate cotransporter	IRN_001245	protein_fasta	ccedf3ea7faa7543203cfc3b9062f446dbf8f94594de7ab40d9427732917db3c	false							
IRN_001246	gnl|WGS:ZZZZ|Megafenestra_007909-P1	gnl|WGS:ZZZZ|Megafenestra_007909-P1 SREBP cleavage activating protein	IRN_001246	protein_fasta	a561189e17565c74abadab31d06141128601b0955cb7df775ed4144537eb6e22	false							
IRN_001247	gnl|WGS:ZZZZ|Megafenestra_007910-P1	gnl|WGS:ZZZZ|Megafenestra_007910-P1 uncharacterized protein Megafenestra_007910	IRN_001247	protein_fasta	e234ada676b1cbe25d9c01aedb5be625c942c4b53a515008c2459348e3611da5	false							
IRN_001248	gnl|WGS:ZZZZ|Megafenestra_007911-P1	gnl|WGS:ZZZZ|Megafenestra_007911-P1 uncharacterized protein Megafenestra_007911	IRN_001248	protein_fasta	8f0ced781b91965106851e965abf6efc8ede096009891e8a486346a2fcdee79e	false							
IRN_001249	gnl|WGS:ZZZZ|Megafenestra_007912-P1	gnl|WGS:ZZZZ|Megafenestra_007912-P1 zinc finger TRAF-type-containing protein 1 homolog	IRN_001249	protein_fasta	0c63ea0954ca1aa7b8a7352bd02dd13f1abd36511b7035ac14ed4b77a0146cb9	false							
IRN_001250	gnl|WGS:ZZZZ|Megafenestra_007913-P1	gnl|WGS:ZZZZ|Megafenestra_007913-P1 D-aspartate oxidase-like	IRN_001250	protein_fasta	0fdc435984d72945f6202cf3f0d8bd6058f4518e73891c30bd8a1ae5d714b9c4	false							
IRN_001251	gnl|WGS:ZZZZ|Megafenestra_007915-P1	gnl|WGS:ZZZZ|Megafenestra_007915-P1 glutathione hydrolase 7-like, partial	IRN_001251	protein_fasta	e6ba346093972a2ebbf7e283dcc865cb61d43c90b043fd41cd93abd5d2e0cd63	false							
IRN_001252	gnl|WGS:ZZZZ|Megafenestra_007918-P1	gnl|WGS:ZZZZ|Megafenestra_007918-P1 protein prune homolog 2-like	IRN_001252	protein_fasta	df067fe68235173ad5205a9785a0902dbf3a58a3f2c0d8242b11481aed0aee71	false							
IRN_001253	gnl|WGS:ZZZZ|Megafenestra_007919-P1	gnl|WGS:ZZZZ|Megafenestra_007919-P1 mitochondrial ribosomal protein L35	IRN_001253	protein_fasta	45b923432befe7f714624115673e26eba4fa2ef75be3437c6d7114d1c73913cb	false							
IRN_001254	gnl|WGS:ZZZZ|Megafenestra_007920-P1	gnl|WGS:ZZZZ|Megafenestra_007920-P1 splicing factor U2af 38 kDa subunit-like	IRN_001254	protein_fasta	a2226f344a94a74dc02a798c5f3c45282bef4c250a12b64d10b116c0e4ef1af7	false							
IRN_001255	gnl|WGS:ZZZZ|Megafenestra_007922-P1	gnl|WGS:ZZZZ|Megafenestra_007922-P1 DNA replication complex GINS protein PSF1-like	IRN_001255	protein_fasta	a70ea13e2bdc1428df57dfaf92eb429b57adebffaf5896e8c7f09dfa6b17dd8c	false							
IRN_001256	gnl|WGS:ZZZZ|Megafenestra_007923-P1	gnl|WGS:ZZZZ|Megafenestra_007923-P1 LOW QUALITY PROTEIN: uncharacterized protein Megafenestra_007923, partial	IRN_001256	protein_fasta	77a600252dda36a23e530a0ce76ff37b5b3d998253bc80ba1fe34cb362aac415	false							
IRN_001257	gnl|WGS:ZZZZ|Megafenestra_007925-P1	gnl|WGS:ZZZZ|Megafenestra_007925-P1 cell division cycle 6	IRN_001257	protein_fasta	1711817ee6c21c91149a3aae8c6a88cf7f732f9c036f812896417ed3b8912d37	false							
IRN_001258	gnl|WGS:ZZZZ|Megafenestra_007926-P1	gnl|WGS:ZZZZ|Megafenestra_007926-P1 LOW QUALITY PROTEIN: lysosomal cholesterol signaling protein-like	IRN_001258	protein_fasta	b5487ee7e15c7ecbacdca9a47ab77c90bdd38256f6541275b9dbac0de812082a	false							
IRN_001259	gnl|WGS:ZZZZ|Megafenestra_007927-P1	gnl|WGS:ZZZZ|Megafenestra_007927-P1 MAPK interacting serine/threonine Lk6 kinase	IRN_001259	protein_fasta	b3abb70f0117cf5ecb3bf4d71f2e2b3c3f8469548e5dcd5e13f739396bf27231	false							
IRN_001260	gnl|WGS:ZZZZ|Megafenestra_007928-P1	gnl|WGS:ZZZZ|Megafenestra_007928-P1 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase S-like	IRN_001260	protein_fasta	94807ecc28445121e0ec22b54ae55b8fa4be1ad1abc6e088343ba40fe09ebe6d	false							
IRN_001261	gnl|WGS:ZZZZ|Megafenestra_007929-P1	gnl|WGS:ZZZZ|Megafenestra_007929-P1 LOW QUALITY PROTEIN: proteasome adapter and scaffold protein ECM29	IRN_001261	protein_fasta	299ec3728379dd174301b19c3789fdedb27ef81111748604b121fcc76d9f7e04	false							
IRN_001262	gnl|WGS:ZZZZ|Megafenestra_007930-P1	gnl|WGS:ZZZZ|Megafenestra_007930-P1 heat shock 70 kDa protein 14-like	IRN_001262	protein_fasta	a82b295aea2ea92837e7fd59ef5f3590e63dc966fffab3ca10dda2b2de91e7df	false							
IRN_001263	gnl|WGS:ZZZZ|Megafenestra_007931-P1	gnl|WGS:ZZZZ|Megafenestra_007931-P1 uncharacterized protein Megafenestra_007931	IRN_001263	protein_fasta	eb9269493865bd082418143ae24e184d04d9e1590cd88efb864d0512bcdae0aa	false							
IRN_001264	gnl|WGS:ZZZZ|Megafenestra_007948-P1	gnl|WGS:ZZZZ|Megafenestra_007948-P1 L-xylulose reductase-like, partial	IRN_001264	protein_fasta	78cc8fee54ba00be2d64003384cf7eab82045413e64691599cbee117bef5c446	false							
IRN_001265	gnl|WGS:ZZZZ|Megafenestra_007951-P1	gnl|WGS:ZZZZ|Megafenestra_007951-P1 TBP-associated factor 3	IRN_001265	protein_fasta	6a2155870f32089c825cd759a06c3e74b8b822fbfeff127fe39c8a3e1cc798f1	false							
IRN_001266	gnl|WGS:ZZZZ|Megafenestra_007957-P1	gnl|WGS:ZZZZ|Megafenestra_007957-P1 uncharacterized protein Megafenestra_007957, partial	IRN_001266	protein_fasta	52303d2c96db38c6f7e5c60eedc40e7c160a6c98c429e8d4021e02569717a5bf	false							
IRN_001267	gnl|WGS:ZZZZ|Megafenestra_007960-P1	gnl|WGS:ZZZZ|Megafenestra_007960-P1 reelin-like, partial	IRN_001267	protein_fasta	551936b00f9a67e70347b14353582a22f9163c16bb5b02c8712bd416d3eb1a11	false							
IRN_001268	gnl|WGS:ZZZZ|Megafenestra_007961-P1	gnl|WGS:ZZZZ|Megafenestra_007961-P1 pre-mRNA-splicing factor syf2	IRN_001268	protein_fasta	431aaa9f6db89e9e02cf7ac4b7952ccf45803daf2a17278b00945f87b54fec15	false							
IRN_001269	gnl|WGS:ZZZZ|Megafenestra_007962-P1	gnl|WGS:ZZZZ|Megafenestra_007962-P1 transmembrane protein 135-like	IRN_001269	protein_fasta	d8d6c9ef8465e03cf2d68e02aa79955bf5f6892cc41869be8ee6980aad41dfd2	false							
IRN_001270	gnl|WGS:ZZZZ|Megafenestra_007964-P1	gnl|WGS:ZZZZ|Megafenestra_007964-P1 gamma-tubulin complex component 2-like	IRN_001270	protein_fasta	7b0eff9ebd46c0af556b9acf8ee46d2801b76a5bfeddc86502d9a5d12c84cfbb	false							
IRN_001271	gnl|WGS:ZZZZ|Megafenestra_007966-P1	gnl|WGS:ZZZZ|Megafenestra_007966-P1 ATPase family gene 2 protein homolog B-like, partial	IRN_001271	protein_fasta	9c85771d2fca4c46375cca2bf9753b9e61af92f3b2d26712a9f477d9312497bb	false							
IRN_001272	gnl|WGS:ZZZZ|Megafenestra_007967-P1	gnl|WGS:ZZZZ|Megafenestra_007967-P1 proteasome beta6 subunit	IRN_001272	protein_fasta	f7b07b7fa4812318c76076160733cdccfc66cade2e60989384065b2abeb8a6b2	false							
IRN_001273	gnl|WGS:ZZZZ|Megafenestra_007970-P1	gnl|WGS:ZZZZ|Megafenestra_007970-P1 histone H4	IRN_001273	protein_fasta	3b5cfeb8fe8a0316fd8789eebd550ba80c8bbd4ed99141ead4912063faac7359	false							
IRN_001274	gnl|WGS:ZZZZ|Megafenestra_007972-P1	gnl|WGS:ZZZZ|Megafenestra_007972-P1 tyrosine-protein kinase Abl	IRN_001274	protein_fasta	c3bef47cb8179268040084383e82851f4c7cd4f75cdc98d3cab3394d1ecdd9a1	false							
IRN_001275	gnl|WGS:ZZZZ|Megafenestra_007981-P1	gnl|WGS:ZZZZ|Megafenestra_007981-P1 uncharacterized protein Megafenestra_007981, partial	IRN_001275	protein_fasta	0979cd3d2f882d731d84a9cba61b687f4e7a8a4c37022e689b6e1cd0500d43a1	false							
IRN_001276	gnl|WGS:ZZZZ|Megafenestra_007988-P1	gnl|WGS:ZZZZ|Megafenestra_007988-P1 SET domain-containing protein SmydA-8-like	IRN_001276	protein_fasta	844d8c3bc8c0227d67c0199b454fa44760f417cabf1d1d7d4236996f920d79d9	false							
IRN_001277	gnl|WGS:ZZZZ|Megafenestra_007989-P1	gnl|WGS:ZZZZ|Megafenestra_007989-P1 dynamin related protein 1	IRN_001277	protein_fasta	bba7000eead0ada82b05cc66cbbd51e482a90f8d9b13a67d439b394e5535dce0	false							
IRN_001278	gnl|WGS:ZZZZ|Megafenestra_007990-P1	gnl|WGS:ZZZZ|Megafenestra_007990-P1 tubulin-binding cofactor C	IRN_001278	protein_fasta	ced8db1c68dce0d4ffc4edb37f2d361f07862e74b54c4bc65000ba00a980a3c5	false							
IRN_001279	gnl|WGS:ZZZZ|Megafenestra_007992-P1	gnl|WGS:ZZZZ|Megafenestra_007992-P1 prostaglandin G/H synthase 2-like	IRN_001279	protein_fasta	4f5b94c8fa446229966bcd9f33e1bf70af2fe27763d2a0f32343603b3033dc3e	false							
IRN_001280	gnl|WGS:ZZZZ|Megafenestra_007993-P1	gnl|WGS:ZZZZ|Megafenestra_007993-P1 band 7 protein AGAP004871-like	IRN_001280	protein_fasta	73385036afe2a18378b523d6e7152451a24ab353ca718a553aa52ff2d95ab326	false							
IRN_001281	gnl|WGS:ZZZZ|Megafenestra_007994-P1	gnl|WGS:ZZZZ|Megafenestra_007994-P1 discoidin domain-containing receptor 2-like	IRN_001281	protein_fasta	bef962980f0ce2b11494355bb7f2e90eb9fc1fe9876adf1e1205fd5ade54b231	false							
IRN_001282	gnl|WGS:ZZZZ|Megafenestra_007995-P1	gnl|WGS:ZZZZ|Megafenestra_007995-P1 8-oxoguanine DNA glycosylase	IRN_001282	protein_fasta	6bc9398f514789d8641124fb758d481fb4f978f190e4732719a2d8d825606c75	false							
IRN_001283	gnl|WGS:ZZZZ|Megafenestra_007996-P1	gnl|WGS:ZZZZ|Megafenestra_007996-P1 putative RNA-binding protein 46	IRN_001283	protein_fasta	fac1eb39f23eedd0e6ead345400e0cecad97854940b437b0f6d30f071d0a2af5	false							
IRN_001284	gnl|WGS:ZZZZ|Megafenestra_007997-P1	gnl|WGS:ZZZZ|Megafenestra_007997-P1 programmed cell death protein 10 Ccm3	IRN_001284	protein_fasta	f33a5f03221a05d546a42afa3f5622d2a0bfbecd88f3bceeeaf475329237a844	false							
IRN_001285	gnl|WGS:ZZZZ|Megafenestra_007998-P1	gnl|WGS:ZZZZ|Megafenestra_007998-P1 phospholipase A2 group XII	IRN_001285	protein_fasta	62f75e9fe689c0c07e9d58a58ec14568ef35971f4751e1ca35e3deaea8afd390	false							
IRN_001286	gnl|WGS:ZZZZ|Megafenestra_007999-P1	gnl|WGS:ZZZZ|Megafenestra_007999-P1 uncharacterized protein Megafenestra_007999	IRN_001286	protein_fasta	98850cd650e86284615e002e7b24ed7642b8302d7d72f24d93afc61f1f5d0ec8	false							
IRN_001287	gnl|WGS:ZZZZ|Megafenestra_008000-P1	gnl|WGS:ZZZZ|Megafenestra_008000-P1 neurotrophin 1-like	IRN_001287	protein_fasta	bfd4664a8e3ae08af5ab753091e8006292b81c22464d70c5c815dafa8c4a9c2e	false							
IRN_001288	gnl|WGS:ZZZZ|Megafenestra_008001-P1	gnl|WGS:ZZZZ|Megafenestra_008001-P1 alkaline phosphatase-like	IRN_001288	protein_fasta	ca5fa2fa558034c76917f70d917b732853697af1bd4b8dbee466a87ad9d2d23e	false							
IRN_001289	gnl|WGS:ZZZZ|Megafenestra_008003-P1	gnl|WGS:ZZZZ|Megafenestra_008003-P1 par-3 family cell polarity regulator	IRN_001289	protein_fasta	69d7c9b235d7fc2b09a91622d9070938bb169b9cbbd3daa676708e6693026b41	false							
IRN_001290	gnl|WGS:ZZZZ|Megafenestra_008004-P1	gnl|WGS:ZZZZ|Megafenestra_008004-P1 cell division cycle and apoptosis regulator protein 1-like	IRN_001290	protein_fasta	801a4b82a32268aabb5bc9f63fa868fa69972150d94096de3e5a55bc53947c45	false							
IRN_001291	gnl|WGS:ZZZZ|Megafenestra_008005-P1	gnl|WGS:ZZZZ|Megafenestra_008005-P1 neurotrophin 1-like	IRN_001291	protein_fasta	593b49dae55984d77691dff53bf4093f354380e768b1e2cb9d483e8974b18fe4	false							
IRN_001292	gnl|WGS:ZZZZ|Megafenestra_008006-P1	gnl|WGS:ZZZZ|Megafenestra_008006-P1 neurotrophin 1-like	IRN_001292	protein_fasta	1b008e2e413540d2c08f5f9462eff7407fb12e477f1a8f8522b894edf29691e3	false							
IRN_001293	gnl|WGS:ZZZZ|Megafenestra_008007-P1	gnl|WGS:ZZZZ|Megafenestra_008007-P1 uncharacterized protein Megafenestra_008007, partial	IRN_001293	protein_fasta	7fb52272b1b654c09916dd8c695dcd68ec65b2c5ddfe3a052c4a693038840135	false							
IRN_001294	gnl|WGS:ZZZZ|Megafenestra_008008-P1	gnl|WGS:ZZZZ|Megafenestra_008008-P1 ribosomal protein S6 kinase beta-2-like	IRN_001294	protein_fasta	d71411a82c7baf1cd3a71c24c5389489970e901b1fa27baee174ca395caadcca	false							
IRN_001295	gnl|WGS:ZZZZ|Megafenestra_008018-P1	gnl|WGS:ZZZZ|Megafenestra_008018-P1 uncharacterized protein Megafenestra_008018, partial	IRN_001295	protein_fasta	d4812498d2118bfc5c151ac3ae675518d2c747167c1d5d521fb6fa0a0be2fc86	false							
IRN_001296	gnl|WGS:ZZZZ|Megafenestra_008032-P1	gnl|WGS:ZZZZ|Megafenestra_008032-P1 ionotropic receptor 93a-like, partial	IRN_001296	protein_fasta	eb86e78416e4859eafb066245b476a625b18962f37e523ad62ba939163eef803	false							
IRN_001297	gnl|WGS:ZZZZ|Megafenestra_008033-P1	gnl|WGS:ZZZZ|Megafenestra_008033-P1 uncharacterized protein Megafenestra_008033, partial	IRN_001297	protein_fasta	e6f34cb3ebe35df367c4b34364039897f9a84d4432e13763c6468186d7e64472	false							
IRN_001298	gnl|WGS:ZZZZ|Megafenestra_008035-P1	gnl|WGS:ZZZZ|Megafenestra_008035-P1 protein LTV1 homolog, partial	IRN_001298	protein_fasta	931fa1d1114da981d72f54e4cb2961478ff075ffcd133403e9947ec7b66d7b0a	false							
IRN_001299	gnl|WGS:ZZZZ|Megafenestra_008037-P1	gnl|WGS:ZZZZ|Megafenestra_008037-P1 arginyltransferase 1	IRN_001299	protein_fasta	1042aefd8745706d9602259f2af8d29e3336f9b8465341aa49792dd7118ac8ba	false							
IRN_001300	gnl|WGS:ZZZZ|Megafenestra_008038-P1	gnl|WGS:ZZZZ|Megafenestra_008038-P1 serotriflin-like	IRN_001300	protein_fasta	8c20e677eff4cb9ce28ed7d14a4291974294cb3fe7c4bce809dbe703ab227de4	false							
IRN_001301	gnl|WGS:ZZZZ|Megafenestra_008039-P1	gnl|WGS:ZZZZ|Megafenestra_008039-P1 uncharacterized protein Megafenestra_008039, partial	IRN_001301	protein_fasta	6bb5a136a74fa696dacc221e4a1095c66222dcd9ff5518baeff720b8d76fb5c3	false							
IRN_001302	gnl|WGS:ZZZZ|Megafenestra_008041-P1	gnl|WGS:ZZZZ|Megafenestra_008041-P1 radical S-adenosyl methionine domain-containing protein 1, mitochondrial-like	IRN_001302	protein_fasta	2edda81c3994a4f596a11156b7b24e9f69a003b3d3d5f0785ea0a55ea07c1c89	false							
IRN_001303	gnl|WGS:ZZZZ|Megafenestra_008043-P1	gnl|WGS:ZZZZ|Megafenestra_008043-P1 solute carrier family 35 member C2-like, partial	IRN_001303	protein_fasta	65a07ee7220f9d68a42e8b13c633ac2f24433e207aae5380c9620295cd2f8246	false							
IRN_001304	gnl|WGS:ZZZZ|Megafenestra_008044-P1	gnl|WGS:ZZZZ|Megafenestra_008044-P1 glycine receptor subunit alpha-2-like, partial	IRN_001304	protein_fasta	337bba32e30e7c0348cff485a34b970d024c5857a4c3bf937ead87d3c7dcc48b	false							
IRN_001305	gnl|WGS:ZZZZ|Megafenestra_008045-P1	gnl|WGS:ZZZZ|Megafenestra_008045-P1 ionotropic receptor 25a	IRN_001305	protein_fasta	9f652e004ad58d43db662d07580359213d27c1ab3cbc922c339053a2de446f5d	false							
IRN_001306	gnl|WGS:ZZZZ|Megafenestra_008046-P1	gnl|WGS:ZZZZ|Megafenestra_008046-P1 transferrin-like	IRN_001306	protein_fasta	9476ff30d4b3bf2e3dc1180e339d5966623e716ebcd6883aeaea604b8791fae1	false							
IRN_001307	gnl|WGS:ZZZZ|Megafenestra_008047-P1	gnl|WGS:ZZZZ|Megafenestra_008047-P1 uncharacterized protein Megafenestra_008047	IRN_001307	protein_fasta	e6f2bffe42f75ebdfd4ed7479f46d35ba5254ee6608fe3d7146ca303ca276593	false							
IRN_001308	gnl|WGS:ZZZZ|Megafenestra_008048-P1	gnl|WGS:ZZZZ|Megafenestra_008048-P1 transcription factor collier-like, partial	IRN_001308	protein_fasta	adb49f2f0f0b5aac6ff4edae5758d2b34be6eb7f27b9f982a7615474d80c8d3a	false							
IRN_001309	gnl|WGS:ZZZZ|Megafenestra_008049-P1	gnl|WGS:ZZZZ|Megafenestra_008049-P1 NEDD8-conjugating enzyme UBE2F-like	IRN_001309	protein_fasta	c11a2522c61ece94bf8914ea627ce903cc1dc9b30c3bbc810ce06725b0cb6763	false							
IRN_001310	gnl|WGS:ZZZZ|Megafenestra_008051-P1	gnl|WGS:ZZZZ|Megafenestra_008051-P1 uncharacterized protein Megafenestra_008051	IRN_001310	protein_fasta	5325d5b0ab069d1e54d1ddd951dd901c5ca5c82ca5afc57d71407e213c25327b	false							
IRN_001311	gnl|WGS:ZZZZ|Megafenestra_008052-P1	gnl|WGS:ZZZZ|Megafenestra_008052-P1 uncharacterized protein Megafenestra_008052, partial	IRN_001311	protein_fasta	da9b5f0095d2284e09cf98340e55f8abd3869975335fd9c3703683d94a78cd42	false							
IRN_001312	gnl|WGS:ZZZZ|Megafenestra_008054-P1	gnl|WGS:ZZZZ|Megafenestra_008054-P1 solute carrier family 38 member 10, partial	IRN_001312	protein_fasta	9d212dbb387d121388cfc3fbbdd9e2a44103af4732f6f82a3a1893a282eb2baa	false							
IRN_001313	gnl|WGS:ZZZZ|Megafenestra_008055-P1	gnl|WGS:ZZZZ|Megafenestra_008055-P1 ubiquitin carboxyl-terminal hydrolase calypso-like, partial	IRN_001313	protein_fasta	c0d87716b771a3b927a6a98034030ca6a825fc9b421bf3099a683bac57512fe4	false							
IRN_001314	gnl|WGS:ZZZZ|Megafenestra_008056-P1	gnl|WGS:ZZZZ|Megafenestra_008056-P1 mitochondrial transcription rescue factor 1	IRN_001314	protein_fasta	3a75dacfb1d4ce1f2a37c9303169d990921ea3a8d6f1db63ca901ed91a9e7bde	false							
IRN_001315	gnl|WGS:ZZZZ|Megafenestra_008057-P1	gnl|WGS:ZZZZ|Megafenestra_008057-P1 prostaglandin E synthase 2-like, partial	IRN_001315	protein_fasta	1dc7f7a25b884fc7395f7cdcf890f8d7ae3b53f3f4c6282a348a13bad8573a37	false							
IRN_001316	gnl|WGS:ZZZZ|Megafenestra_008058-P1	gnl|WGS:ZZZZ|Megafenestra_008058-P1 DNA polymerase epsilon catalytic subunit A-like, partial	IRN_001316	protein_fasta	7cf29279f761c66e09f0fb1abdccf6fbacf3b1997853a2f2c70946e366e8c580	false							
IRN_001317	gnl|WGS:ZZZZ|Megafenestra_008059-P1	gnl|WGS:ZZZZ|Megafenestra_008059-P1 proton-coupled zinc antiporter SLC30A9, mitochondrial-like, partial	IRN_001317	protein_fasta	01f73731de2abca37660058eb877aadbb75d03dafc5eb28b03e937acdf2ff91a	false							
IRN_001318	gnl|WGS:ZZZZ|Megafenestra_008060-P1	gnl|WGS:ZZZZ|Megafenestra_008060-P1 large ribosomal subunit protein bL33m-like	IRN_001318	protein_fasta	fedd2ef60e7b336394ad8dbb0e6ae92fab1f8116f69c366f7c6c83a44c51b77b	false							
