canonical_internal_id	provisional_internal_id	annotation_track	source_id	transcript_id	cds_signature	sequence_sha256
IRN_006059	IRN_006059	Dmagna_LRV_IRs_braker_fixed	g15439.t1	g15439.t1	CM058179.1|+|8095704-8095712-0,8095774-8095858-0,8095933-8096013-2,8096087-8096847-2	98becad9aebf2a7b0835f5fcc87d8ab83db0e0ca97aa4c47f8658d3fc2f49a82
IRN_006059	IRN_045521	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027582-T1	rna-Dmagna027582-T1	CM058179.1|+|8095704-8095712-0,8095774-8095858-0,8095933-8096013-2,8096087-8096847-2	98becad9aebf2a7b0835f5fcc87d8ab83db0e0ca97aa4c47f8658d3fc2f49a82
IRN_006060	IRN_006060	Dmagna_LRV_IRs_braker_fixed	g1544.t1	g1544.t1	CM058171.1|+|11713772-11713783-0,11713843-11714106-0	67b677052567fa7c98630c4d355df5350d4fc6e9e1e714395326c7323c71ae85
IRN_006060	IRN_028773	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna009734-T1	rna-Dmagna009734-T1	CM058171.1|+|11713772-11713783-0,11713843-11714106-0	67b677052567fa7c98630c4d355df5350d4fc6e9e1e714395326c7323c71ae85
IRN_006061	IRN_006061	Dmagna_LRV_IRs_braker_fixed	g15440.t1	g15440.t1	CM058179.1|+|8097961-8098309-0,8098381-8098491-2,8098564-8098677-2,8099977-8100146-2,8100213-8100295-0,8100393-8100414-1	3832061cc38b948599229ffdab633218014a1db9292997e920c5fd65734d75d4
IRN_006062	IRN_006062	Dmagna_LRV_IRs_braker_fixed	g15441.t1	g15441.t1	CM058179.1|-|8103056-8103310-0,8103384-8103697-2,8105156-8105462-0	b70c53528572237a6f090e213b29a51941a6215c8d55a75aa0bb2b77551651dd
IRN_006063	IRN_006063	Dmagna_LRV_IRs_braker_fixed	g15442.t1	g15442.t1	CM058179.1|+|8109105-8109248-0,8109537-8109795-0,8109865-8110806-2,8110933-8111480-2	978edf88ad4a524601897d233afe7e7b321351f6d4e64b82261622c310c14fd9
IRN_006064	IRN_006064	Dmagna_LRV_IRs_braker_fixed	g15443.t1	g15443.t1	CM058179.1|+|8111534-8112441-0,8112499-8113363-1,8113445-8113626-0,8114186-8114393-1,8116280-8116321-0	8de92ef1383760a5e94e40a73fff1d0e58acce2e0c2e13ef546259a0eb8606ae
IRN_006065	IRN_006065	Dmagna_LRV_IRs_braker_fixed	g15444.t1	g15444.t1	CM058179.1|-|8118617-8119377-2,8119451-8119531-2,8119606-8119690-0,8119752-8119760-0	bb93deb587889f9f58e9203af82563763065be1605c33482e8605ec9e6ffc559
IRN_006065	IRN_045529	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027590-T1	rna-Dmagna027590-T1	CM058179.1|-|8118617-8119377-2,8119451-8119531-2,8119606-8119690-0,8119752-8119760-0	bb93deb587889f9f58e9203af82563763065be1605c33482e8605ec9e6ffc559
IRN_006066	IRN_006066	Dmagna_LRV_IRs_braker_fixed	g15445.t1	g15445.t1	CM058179.1|+|8124966-8125076-0,8125180-8125267-0,8125338-8125357-2	e6a94aeca5d08c415a36600ca0bbc20235c89f504fa4006948895117b160e978
IRN_006067	IRN_006067	Dmagna_LRV_IRs_braker_fixed	g15446.t1	g15446.t1	CM058179.1|+|8126774-8126872-0,8126955-8127147-0,8127213-8127385-2,8127711-8127859-0,8127938-8128196-1	21d9d8813ca22b51acc9d3f8ae51ec9c46a48da23f38cec82b794b065dc3d8d9
IRN_006068	IRN_006068	Dmagna_LRV_IRs_braker_fixed	g15446.t2	g15446.t2	CM058179.1|+|8126774-8126872-0,8126955-8127147-0,8127213-8127434-2,8127522-8127634-2,8127711-8127859-0,8127938-8128196-1	87dff6a33a2f9835819ab1a3723bd9930edb405c90234e1f9c56bb0870bcea17
IRN_006069	IRN_006069	Dmagna_LRV_IRs_braker_fixed	g15447.t1	g15447.t1	CM058179.1|-|8131514-8133364-0,8133431-8136906-2,8136979-8137332-2,8137414-8138593-0	e0402030646fadbec853ca8835a8bf298e0dd7807453580696b883d31a9c8361
IRN_006070	IRN_006070	Dmagna_LRV_IRs_braker_fixed	g15448.t1	g15448.t1	CM058179.1|-|8142791-8143039-0,8143113-8143252-2,8143328-8143426-2,8143487-8143656-1,8143715-8143934-2,8147858-8148230-0,8148289-8148507-0	3bcd2b61e753f638c43ee88ee0e8c966a6914c00f86e3fa5f3afc415c0d5aa5e
IRN_006071	IRN_006071	Dmagna_LRV_IRs_braker_fixed	g15449.t1	g15449.t1	CM058179.1|-|8149457-8154025-0,8154899-8155032-2,8155117-8156569-0	a5b609c5d5675178d7d5fe968a019be617679aa6af2d5e4a2420354713f3860d
IRN_006072	IRN_006072	Dmagna_LRV_IRs_braker_fixed	g1545.t1	g1545.t1	CM058171.1|-|11714421-11714774-0,11714832-11715048-1,11715106-11715419-0,11715493-11715583-1,11715643-11715875-0,11715941-11716126-0	8bb8646e197f74207e732c578bdd9ffe816440dab70d8a875af80439845c7d58
IRN_006072	IRN_028774	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna009735-T1	rna-Dmagna009735-T1	CM058171.1|-|11714421-11714774-0,11714832-11715048-1,11715106-11715419-0,11715493-11715583-1,11715643-11715875-0,11715941-11716126-0	8bb8646e197f74207e732c578bdd9ffe816440dab70d8a875af80439845c7d58
IRN_006073	IRN_006073	Dmagna_LRV_IRs_braker_fixed	g15450.t1	g15450.t1	CM058179.1|+|8161207-8161298-0,8161371-8161522-1,8161578-8161748-2,8161836-8162000-2,8162058-8162199-2,8162449-8162638-1,8162702-8162803-0,8162880-8162993-0,8163068-8163127-0,8163190-8163355-0,8164474-8165455-2,8165522-8165686-1,8166367-8166952-1,8167028-8167762-0	baee7383060f519b6e0dd0005c58f715150828773c83f0600fe32abdcf28c8ed
IRN_006074	IRN_006074	Dmagna_LRV_IRs_braker_fixed	g15451.t1	g15451.t1	CM058179.1|+|8167840-8168571-0	79f83c7aead8d61351e8e37adfc723c3fc97984841b155c6fc6fa77ab2a95038
IRN_006075	IRN_006075	Dmagna_LRV_IRs_braker_fixed	g15452.t1	g15452.t1	CM058179.1|-|8170838-8171037-2,8171126-8171718-1,8171770-8171893-2,8171992-8172519-2,8172576-8173066-1,8173154-8173470-0	d25d948dfbe5282e8bc8aabd7d97af78b2ccd801d15fa626a1b6dd6a39f839de
IRN_006076	IRN_006076	Dmagna_LRV_IRs_braker_fixed	g15453.t1	g15453.t1	CM058179.1|-|8173769-8174260-0,8174363-8174959-0	496d913dfff5cb5d0f5cb06fbbf979123bb48f7a12a374ef84676cadb4381225
IRN_006077	IRN_006077	Dmagna_LRV_IRs_braker_fixed	g15454.t1	g15454.t1	CM058179.1|-|8181135-8181476-0,8181550-8181791-2,8182033-8183272-0,8183328-8185980-1,8186269-8186428-2,8187902-8188193-0	0fbebab0d5ce47866b6f18bc6e04662025673a9c796d70e7a144a00e6325b117
IRN_006078	IRN_006078	Dmagna_LRV_IRs_braker_fixed	g15455.t1	g15455.t1	CM058179.1|+|8190555-8190662-0,8190728-8191087-0,8191152-8191269-0,8191508-8191585-2,8191690-8191866-2,8191927-8192082-2,8192250-8192329-2,8192398-8192622-0	4bfd35b72e11c1712fd2885cb9606cb287e6106862b74fbf50680216257f58b0
IRN_006079	IRN_006079	Dmagna_LRV_IRs_braker_fixed	g15456.t1	g15456.t1	CM058179.1|-|8195187-8195849-0,8195922-8195945-0	8fb4310458e1a7c246e80cbd5e6739964d6f981267951782e454c422d515c94b
IRN_006080	IRN_006080	Dmagna_LRV_IRs_braker_fixed	g15457.t1	g15457.t1	CM058179.1|-|8199438-8200001-0	c76f9c0c617eeb0443fa58a82415ab539e747827ea9e79692b6621b1e835ddaa
IRN_006081	IRN_006081	Dmagna_LRV_IRs_braker_fixed	g15458.t1	g15458.t1	CM058179.1|-|8210787-8213216-0	79806cc2a7ba9859c44f933f79687ba84cac98fd459600de866da14a2d5695f4
IRN_006082	IRN_006082	Dmagna_LRV_IRs_braker_fixed	g15459.t1	g15459.t1	CM058179.1|+|8226395-8226529-0,8226602-8227429-0,8227871-8227936-0	c565e20f78cc6f29eeeedf6b12b33a02b23938287309dd9567cbb3dea236e781
IRN_006082	IRN_045555	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027616-T1	rna-Dmagna027616-T1	CM058179.1|+|8226395-8226529-0,8226602-8227429-0,8227871-8227936-0	c565e20f78cc6f29eeeedf6b12b33a02b23938287309dd9567cbb3dea236e781
IRN_006083	IRN_006083	Dmagna_LRV_IRs_braker_fixed	g1546.t1	g1546.t1	CM058171.1|-|11717419-11717624-2,11717688-11717762-2,11717841-11718175-1,11718266-11718549-0	1beb4688e32994b887f5dade427eb054f9379f78cfc97b6e0f4dada9979d5edd
IRN_006084	IRN_006084	Dmagna_LRV_IRs_braker_fixed	g15460.t1	g15460.t1	CM058179.1|-|8228492-8229736-0,8229946-8230407-0	3563d9635bcbc391d5bbf40b0cffc0c3ab1ef637539fbbf7e67828cb605a729f
IRN_006085	IRN_006085	Dmagna_LRV_IRs_braker_fixed	g15461.t1	g15461.t1	CM058179.1|+|8234261-8234316-0,8234393-8234696-1	b40e1282143e29498765cba991f50d000fab3d00b001faf54ec48861b31c85d8
IRN_006086	IRN_006086	Dmagna_LRV_IRs_braker_fixed	g15462.t1	g15462.t1	CM058179.1|-|8234813-8234983-0,8235051-8235793-2,8235857-8236359-1,8237510-8238252-0,8239331-8239792-0,8242516-8242773-0,8242852-8243121-0,8243204-8243401-0,8243466-8243618-0,8243749-8244501-0,8244936-8245043-0,8245113-8245341-1,8245407-8245874-1,8245937-8246112-0	d31e45f00e74fab7469c51597a791ec9a4320c2e92304a4ec7f24b993744a75b
IRN_006087	IRN_006087	Dmagna_LRV_IRs_braker_fixed	g15463.t1	g15463.t1	CM058179.1|-|8259054-8259427-2,8259793-8260323-2,8260391-8260580-0	6aa2dbd19400d9a3ba8cf2e637f4f21410aed4169f5df4206dbbaf405aad9388
IRN_006088	IRN_006088	Dmagna_LRV_IRs_braker_fixed	g15464.t1	g15464.t1	CM058179.1|-|8263444-8263979-2,8264039-8264471-0	69c8bc7dd062af79d57632047bccb0f3a03831cb65873de30eeadfe8a5c4decb
IRN_006089	IRN_006089	Dmagna_LRV_IRs_braker_fixed	g15465.t1	g15465.t1	CM058179.1|-|8273519-8274000-2,8274789-8274906-0,8275407-8275500-1,8275968-8276040-2,8276106-8276213-2,8276296-8276435-1,8276553-8276670-2,8276731-8276845-0	18a800f20adab4eba5d7f097ee5f83fccab6391ae89c302d017ee158bd3b2dc8
IRN_006090	IRN_006090	Dmagna_LRV_IRs_braker_fixed	g15466.t1	g15466.t1	CM058179.1|+|8285413-8285629-0,8285704-8285945-2	92c1f476477cab7bac71863ed2d673d370813ad4822f7db66d096b1d204e49e0
IRN_006091	IRN_006091	Dmagna_LRV_IRs_braker_fixed	g15467.t1	g15467.t1	CM058179.1|+|8289221-8289886-0	a80babbfa04e5d41e49127a13d61aa275b6c874208b517232d9becf4ddb2834a
IRN_006091	IRN_045566	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027627-T1	rna-Dmagna027627-T1	CM058179.1|+|8289221-8289886-0	a80babbfa04e5d41e49127a13d61aa275b6c874208b517232d9becf4ddb2834a
IRN_006092	IRN_006092	Dmagna_LRV_IRs_braker_fixed	g15468.t1	g15468.t1	CM058179.1|-|8291257-8291501-2,8291563-8291708-1,8291772-8292018-2,8292084-8292207-0,8294433-8294678-0,8294788-8294915-2,8294993-8295113-0,8295179-8295409-0,8295488-8295676-0,8295755-8295925-0,8295991-8296173-0,8296276-8296562-2,8296630-8297062-0,8297185-8297397-0,8297481-8297660-0,8297740-8297948-2,8298043-8298113-1,8298185-8298300-0,8298387-8298512-0	5c3aa77973e4ea981d4bb3c4b939e51ee5032eb42a264a0722849de578216d94
IRN_006093	IRN_006093	Dmagna_LRV_IRs_braker_fixed	g15469.t1	g15469.t1	CM058179.1|-|8302722-8302790-0,8302849-8302992-0,8303054-8303197-0	8741dd2e90f4bef69002f3838f7ee94571e856b4a4028cc6faa3cb017e2ea781
IRN_006093	IRN_045569	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027630-T1	rna-Dmagna027630-T1	CM058179.1|-|8302722-8302790-0,8302849-8302992-0,8303054-8303197-0	8741dd2e90f4bef69002f3838f7ee94571e856b4a4028cc6faa3cb017e2ea781
IRN_006094	IRN_006094	Dmagna_LRV_IRs_braker_fixed	g1547.t1	g1547.t1	CM058171.1|+|11719514-11719555-0,11719629-11719706-0,11719777-11719872-0,11719957-11720206-0,11720276-11720535-2	bf43555eae9be9c4dd651957aff750e90f2e29ff71cc1e9924efa0ee467eb17c
IRN_006094	IRN_028778	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna009739-T1	rna-Dmagna009739-T1	CM058171.1|+|11719514-11719555-0,11719629-11719706-0,11719777-11719872-0,11719957-11720206-0,11720276-11720535-2	bf43555eae9be9c4dd651957aff750e90f2e29ff71cc1e9924efa0ee467eb17c
IRN_006095	IRN_006095	Dmagna_LRV_IRs_braker_fixed	g15470.t1	g15470.t1	CM058179.1|+|8305482-8305736-0,8306266-8306422-0,8306484-8306623-2	187f22fa009046ead50af42bc3116df6bb876730518c76f6178800fda2d193b0
IRN_006096	IRN_006096	Dmagna_LRV_IRs_braker_fixed	g15471.t1	g15471.t1	CM058179.1|+|8311595-8311768-0,8311839-8312021-0,8312091-8312873-0	3a0639f3a1551c13d3ecb560475cad32a349a72eadec90e0075e6e556d1e7649
IRN_006097	IRN_006097	Dmagna_LRV_IRs_braker_fixed	g15472.t1	g15472.t1	CM058179.1|+|8314995-8315141-0,8315200-8315267-0,8315345-8315378-1,8315439-8315495-0	fb9f823c78b5d1d067308d27180bb49ae6600af1a5e718d8c2e7c01fdd8bdda7
IRN_006098	IRN_006098	Dmagna_LRV_IRs_braker_fixed	g15473.t1	g15473.t1	CM058179.1|-|8315646-8315917-2,8317666-8317885-0,8317960-8318219-2,8318315-8318618-0,8318676-8318900-0,8319017-8319300-2,8319824-8319918-1,8319983-8320212-0,8320271-8320476-2,8320541-8320601-0	22ca9f70b9aac6828952e8817b1791747bb1b0749e3e16368dbf46663c3df7cc
IRN_006099	IRN_006099	Dmagna_LRV_IRs_braker_fixed	g15474.t1	g15474.t1	CM058179.1|+|8322670-8322721-0,8322962-8323138-2,8323211-8323294-2,8323360-8323571-2,8323659-8323856-0,8323933-8324046-0,8324117-8324258-0,8324346-8324463-2,8324544-8324640-1,8324783-8324962-0,8325532-8325631-0,8325754-8325881-2,8325966-8326310-0	13f07decd7027c9ea687e56f4667fd380d883fc021501969a5479df233170d2c
IRN_006100	IRN_006100	Dmagna_LRV_IRs_braker_fixed	g15475.t1	g15475.t1	CM058179.1|+|8337528-8338085-0,8338338-8338751-0	1589bca52eb4cdd774f2fdb6f8786733abc88fdf87e49803136abeee1155aa18
IRN_006101	IRN_006101	Dmagna_LRV_IRs_braker_fixed	g15476.t1	g15476.t1	CM058179.1|+|8338785-8338947-0,8339125-8339683-2,8340042-8340117-1,8340239-8340917-0,8340977-8341740-2,8341799-8341905-0,8341984-8342668-1,8342753-8342914-0	6356a85b432e38f2c3f6c11f4796007ca8f430d61486a880e18ffd128e19747e
IRN_006102	IRN_006102	Dmagna_LRV_IRs_braker_fixed	g15477.t1	g15477.t1	CM058179.1|+|8344489-8345032-0,8345107-8345270-2,8345619-8346096-0,8346170-8346332-2,8346473-8347355-1	25e9b5e540a160a17c746058506af8904a06209dc4c821edf6b9d602931f4463
IRN_006103	IRN_006103	Dmagna_LRV_IRs_braker_fixed	g15478.t1	g15478.t1	CM058179.1|-|8351555-8351698-0,8351768-8352045-2,8352102-8352210-0,8352274-8352404-2,8352527-8352662-0	c221c22b286f95a556adfb297b59e4a7d703b30f82559cdc134e3c4d26bbce44
IRN_006104	IRN_006104	Dmagna_LRV_IRs_braker_fixed	g15479.t1	g15479.t1	CM058179.1|+|8356734-8357177-0	3058ba38db15bf0acd91b6f586c130e804425baee1e693551a89f12ff7f87ffd
IRN_006105	IRN_006105	Dmagna_LRV_IRs_braker_fixed	g1548.t1	g1548.t1	CM058171.1|+|11721752-11721787-0,11721874-11722051-0,11722117-11722178-2,11722247-11722348-0,11722429-11722497-0	47db9985ce5e79d69e4cbe17e83c99d068ae2f584b7cc1a3d016143b372b02a8
IRN_006106	IRN_006106	Dmagna_LRV_IRs_braker_fixed	g15480.t1	g15480.t1	CM058179.1|-|8366291-8366627-1,8366719-8366795-0,8366865-8367142-2,8367199-8367307-0,8367371-8367501-2,8367626-8367761-0	430325a7c2abdf80df6db53dcb255b413ad299eec90b7847d504a1f674a533c5
IRN_006107	IRN_006107	Dmagna_LRV_IRs_braker_fixed	g15481.t1	g15481.t1	CM058179.1|+|8374672-8374742-0,8374832-8374910-1,8375618-8375872-0	40a48d567f11640f5f266977a967aaaa7aa916e439810ff577c28e6e22242f3e
IRN_006108	IRN_006108	Dmagna_LRV_IRs_braker_fixed	g15482.t1	g15482.t1	CM058179.1|+|8380084-8381691-0	5a88bb714fd596115d5d0337c6d90fcd88563e9a7f2e02e8c587d6a54135eea1
IRN_006109	IRN_006109	Dmagna_LRV_IRs_braker_fixed	g15483.t1	g15483.t1	CM058179.1|-|8382197-8383027-0	ee8c2a257fcf62112fc1025a38796f801d66f195346ea316aa331ae52cbe24c7
IRN_006110	IRN_006110	Dmagna_LRV_IRs_braker_fixed	g15484.t1	g15484.t1	CM058179.1|-|8383105-8386503-0	cc97a65fc10cf2fab82f0ab07a66823154525b4f07f68bd3f30ce80a4776a47f
IRN_006111	IRN_006111	Dmagna_LRV_IRs_braker_fixed	g15485.t1	g15485.t1	CM058179.1|+|8387493-8388704-0	4850a1b8c44d68766c22b3c899fc8e6e9cb2c375a7b435ac06f48ab390af3791
IRN_006112	IRN_006112	Dmagna_LRV_IRs_braker_fixed	g15486.t1	g15486.t1	CM058179.1|+|8388732-8388833-0,8388920-8389153-0	307f0a6b797e76ffe5bbf480758b19a12e13462f9012680fd4f05c134d91d2b2
IRN_006113	IRN_006113	Dmagna_LRV_IRs_braker_fixed	g15487.t1	g15487.t1	CM058179.1|-|8403152-8403691-0	64c3bad01e5ffb066e67aaf53b296f0034247ba3a986044e724ae72713e5e374
IRN_006114	IRN_006114	Dmagna_LRV_IRs_braker_fixed	g15488.t1	g15488.t1	CM058179.1|-|8404763-8405932-0	047ae5faa25cc25e656b7a6e3e94fe174bd914a27953fb6fd50bbe61f8557392
IRN_006115	IRN_006115	Dmagna_LRV_IRs_braker_fixed	g15489.t1	g15489.t1	CM058179.1|-|8410720-8412954-0	ba7bcdfb07954a0d03bb1fd14a3803bbb77d30032510022f6f1e6cc854c408e9
IRN_006116	IRN_006116	Dmagna_LRV_IRs_braker_fixed	g1549.t1	g1549.t1	CM058171.1|+|11723070-11723201-0,11723286-11723397-0,11723457-11723497-2,11723573-11723659-0,11723737-11723772-0,11723839-11724048-0,11724234-11724323-0,11725629-11725698-0,11725775-11725821-2,11725893-11726004-0,11726091-11726161-2,11726318-11726353-0,11726429-11726597-0,11726670-11726755-2,11726839-11726928-0	ce9f1960a1dbad9e712af92aa98937be71eeb5157bff0e05fbaf3ab836a956fd
IRN_006117	IRN_006117	Dmagna_LRV_IRs_braker_fixed	g15490.t1	g15490.t1	CM058179.1|+|8418307-8418694-0,8418779-8419047-2	94c80f28d1ab99c90284fa36dc57ff6c701af91fa883eafcd2a02322fdd8c8df
IRN_006118	IRN_006118	Dmagna_LRV_IRs_braker_fixed	g15491.t1	g15491.t1	CM058179.1|+|8419569-8420053-0,8420470-8421348-1,8421409-8421802-1	3b10c68968618352386943f3b68232a8f66636a732f15903f9fbfc614a02ba4d
IRN_006119	IRN_006119	Dmagna_LRV_IRs_braker_fixed	g15492.t1	g15492.t1	CM058179.1|-|8435236-8435623-1,8435684-8435866-1,8435941-8436561-1,8436978-8437462-0	1a197428cac6d289d005c17eeac8477ab26ae0796c70909c97702423a6e5bf72
IRN_006120	IRN_006120	Dmagna_LRV_IRs_braker_fixed	g15493.t1	g15493.t1	CM058179.1|-|8437984-8438252-2,8438334-8438623-1,8442288-8442510-2,8442599-8442628-2,8442682-8442706-0	bff63617b14ba9a98d173790d6083bef854f975c8774601d5c95653d195be3e4
IRN_006121	IRN_006121	Dmagna_LRV_IRs_braker_fixed	g15494.t1	g15494.t1	CM058179.1|+|8444086-8444590-0,8445169-8445290-2,8445845-8446207-0	0c305d8353e0f8961d6f63422d58c4ffb2efa90b140dbf99bbfdb4db606e859a
IRN_006122	IRN_006122	Dmagna_LRV_IRs_braker_fixed	g15495.t1	g15495.t1	CM058179.1|+|8451107-8452285-0	a9d741ee6de491b0d6882c979b8f28d67370c450aa5d311dd9166bab7a561e54
IRN_006123	IRN_006123	Dmagna_LRV_IRs_braker_fixed	g15496.t1	g15496.t1	CM058179.1|+|8453342-8453488-0,8453575-8453808-0	996d165d6821f264178830ef2d81dfff880a8eb52afc1ead5d7a6365d7f9d492
IRN_006124	IRN_006124	Dmagna_LRV_IRs_braker_fixed	g15497.t1	g15497.t1	CM058179.1|-|8463850-8464105-1,8465821-8466484-2,8467197-8467836-0	891c9e9e884b5fd89fd869df23dfb207370db8394dd6edc85b17be5f17a0c4b0
IRN_006125	IRN_006125	Dmagna_LRV_IRs_braker_fixed	g15498.t1	g15498.t1	CM058179.1|-|8467903-8468392-1,8468462-8468547-0	fad36f80e92bbc5200a56313255d4f9b2f1f8c464c0f9aa392ae9477495e60ac
IRN_006126	IRN_006126	Dmagna_LRV_IRs_braker_fixed	g15499.t1	g15499.t1	CM058179.1|+|8479357-8480135-0,8480207-8480433-1,8482013-8482094-2,8482161-8482364-1,8482431-8482565-1,8482640-8482835-1,8482920-8483117-0,8483180-8483311-0,8483375-8483570-0,8483676-8483875-2,8483962-8484143-0,8485162-8485288-1	aa9fd0bdd415cc9d7dbc2f3d6e6d10c46c0377081b904408ee24e9a50154b548
IRN_006127	IRN_006127	Dmagna_LRV_IRs_braker_fixed	g155.t1	g155.t1	CM058171.1|+|1239749-1239766-0,1239823-1240038-0,1240104-1240444-0,1241355-1241415-1,1241532-1241729-0,1241791-1242180-0	11f21e7d95548bccb5385810eb45e945dc59d6845199eca918492f6869daf73f
IRN_006128	IRN_006128	Dmagna_LRV_IRs_braker_fixed	g1550.t1	g1550.t1	CM058171.1|+|11730772-11731001-0,11731093-11731595-1,11731684-11733002-2	acd9df8ff8c08ee0ee8b32c4dafac7527829da7c48c3d2ac4d182cb1d448fb71
IRN_006129	IRN_006129	Dmagna_LRV_IRs_braker_fixed	g15500.t1	g15500.t1	CM058179.1|-|8494418-8494936-0,8494999-8495007-0	80e3545ba0ec4303470cce259c724f93e86178d7a7a56f50966bf74a9ba88d9f
IRN_006130	IRN_006130	Dmagna_LRV_IRs_braker_fixed	g15501.t1	g15501.t1	CM058179.1|+|8496230-8496419-0,8496485-8497116-2	921c2653a6905a9b7a6b70b46baa93a2b1cdf88bfeb62fb8424bc9da456350dc
IRN_006130	IRN_045623	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027714-T1	rna-Dmagna027714-T1	CM058179.1|+|8496230-8496419-0,8496485-8497116-2	921c2653a6905a9b7a6b70b46baa93a2b1cdf88bfeb62fb8424bc9da456350dc
IRN_006131	IRN_006131	Dmagna_LRV_IRs_braker_fixed	g15502.t1	g15502.t1	CM058179.1|-|8497944-8498079-1,8500023-8500159-0,8500236-8500459-2,8500643-8500778-0	0200d1e218a5c490991c5eea1e3370765009f6ac10e0906cfedcbc367007a851
IRN_006132	IRN_006132	Dmagna_LRV_IRs_braker_fixed	g15503.t1	g15503.t1	CM058179.1|-|8505414-8505473-0,8505804-8505977-0,8506043-8506137-2,8506196-8506328-0	c69c3a07d5608b4d555622dea1e440d21a3a469fb9a2ee6733d2a0ee7db878f0
IRN_006132	IRN_045625	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna027716-T1	rna-Dmagna027716-T1	CM058179.1|-|8505414-8505473-0,8505804-8505977-0,8506043-8506137-2,8506196-8506328-0	c69c3a07d5608b4d555622dea1e440d21a3a469fb9a2ee6733d2a0ee7db878f0
IRN_006133	IRN_006133	Dmagna_LRV_IRs_braker_fixed	g15504.t1	g15504.t1	CM058179.1|-|8507184-8507509-2,8508060-8508115-1,8508202-8508274-2,8508360-8508467-2,8508539-8508638-0	d77717ccfbc50047d5b06143cfd54217baf925cdd86343fff4376fb38456cb7c
IRN_006134	IRN_006134	Dmagna_LRV_IRs_braker_fixed	g15505.t1	g15505.t1	CM058179.1|-|8518954-8518976-2,8519038-8519167-0,8519339-8519446-0,8519659-8519800-1,8519866-8519958-1,8520042-8520239-1,8520401-8520477-0,8520828-8521132-2,8521259-8521511-0,8521607-8521773-2,8522047-8522209-0,8522645-8522782-0,8523437-8523576-2,8523725-8523781-2,8523910-8524008-2,8524461-8524560-0,8524622-8524732-0,8524803-8524923-1,8525730-8525835-2,8526296-8526404-0	2841972df39b11af68218fd1dc2ef64a7fa6123e16ba3bb01a434987c4d98776
IRN_006135	IRN_006135	Dmagna_LRV_IRs_braker_fixed	g15506.t1	g15506.t1	CM058179.1|-|8532657-8532785-0,8532869-8532939-2,8533056-8533244-2,8533329-8533517-2,8533595-8533646-0	2a9e707b8fd4cfc24bc61c0876cae08e8283c1441612381dfe7ea2f21f0c1eb7
IRN_006136	IRN_006136	Dmagna_LRV_IRs_braker_fixed	g15507.t1	g15507.t1	CM058179.1|-|8534845-8535061-1,8535154-8535231-1,8535325-8535369-1,8535443-8535533-2,8535626-8535749-0,8535854-8535924-2,8536439-8536538-0,8536622-8536725-2,8540160-8540297-2,8540624-8540835-1,8540910-8541206-1,8541784-8542007-0,8542661-8542918-0,8543024-8543113-0,8543622-8543894-0,8544618-8544748-2,8544810-8544906-0	1d2a9d1f2a16fef9d464ce2d8fc6348748ca5d12b2eb747c9bd9b6da77092759
IRN_006137	IRN_006137	Dmagna_LRV_IRs_braker_fixed	g15508.t1	g15508.t1	CM058179.1|+|8554032-8554106-0,8554172-8554280-0,8555241-8555475-2,8555656-8555986-1	8bc403ac8cae03bfed25cabf4dcbb40606120d2a1701074343cb4c1dab0ac250
IRN_006138	IRN_006138	Dmagna_LRV_IRs_braker_fixed	g15509.t1	g15509.t1	CM058179.1|-|8558216-8559133-0,8559208-8559660-0,8566607-8566707-2,8566780-8567020-0,8567087-8567178-2,8567238-8567355-0,8567544-8567762-0,8567850-8567943-1,8567999-8568096-0,8571843-8571928-2,8572000-8572167-2,8572231-8572240-0	353655ef652fe522e8af9a37b4c2abb983549e6548cb97d7bd7e366e381245fe
IRN_006139	IRN_006139	Dmagna_LRV_IRs_braker_fixed	g1551.t1	g1551.t1	CM058171.1|-|11733332-11733642-2,11733707-11733832-2,11733900-11734050-0	7cda8a6f0768ff0a2afcccce08c8161afb3a7a4b3bd6271d471d46dca272d6d5
IRN_006139	IRN_028783	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna009747-T1	rna-Dmagna009747-T1	CM058171.1|-|11733332-11733642-2,11733707-11733832-2,11733900-11734050-0	7cda8a6f0768ff0a2afcccce08c8161afb3a7a4b3bd6271d471d46dca272d6d5
IRN_006140	IRN_006140	Dmagna_LRV_IRs_braker_fixed	g15510.t1	g15510.t1	CM058179.1|+|8574980-8576650-0	8d9ae242bcc2e31a9810c0b78cd8e7084c69fbb218f652d6bf23e978a586c788
IRN_006141	IRN_006141	Dmagna_LRV_IRs_braker_fixed	g15511.t1	g15511.t1	CM058179.1|-|8585083-8585496-0,8585586-8585975-0	d3a892fdf7087ea17c8a920fd11b2ca9ee35795854098589b226b424cfaa21a8
