protein_id	feature_order	n_tmhelix	has_signal	has_unknown_features	hardcoded_call	topology_class	hardcoded_reason
IRN_033506	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_033588	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_033589	outside,tmhelix,inside,tmhelix,outside	2	false	false	fail	fail	wrong_feature_order
IRN_033590	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_035277	inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	4	false	false	fail	fail	wrong_feature_order
IRN_035780	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_035832	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_035835	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_036948	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_038096	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_038181	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	7	false	false	fail	fail	wrong_feature_order
IRN_038183	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_038359	outside,tmhelix,inside	1	false	false	fail	fail	wrong_feature_order
IRN_038360	outside,tmhelix,inside,tmhelix,outside	2	false	false	fail	fail	wrong_feature_order
IRN_038405	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_038406	signal,outside,tmhelix,inside,tmhelix,outside	2	true	false	fail	fail	wrong_feature_order
IRN_038407	signal,outside,tmhelix,inside,tmhelix,outside	2	true	false	fail	fail	wrong_feature_order
IRN_040954	inside,tmhelix,outside,tmhelix,inside	2	false	false	fail	fail	wrong_feature_order
IRN_041817	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_042050	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_042068	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_044479	signal,outside	0	true	false	fail	fail	wrong_feature_order
IRN_045047	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_045048	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_045071	outside,tmhelix,inside,tmhelix,outside	2	false	false	fail	fail	wrong_feature_order
IRN_045100	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_045105	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_045106	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_045107	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_045154	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_045533	outside,tmhelix,inside,tmhelix,outside	2	false	false	fail	fail	wrong_feature_order
IRN_045534	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_045650	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_045651	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_046228	outside,tmhelix,inside,tmhelix,outside	2	false	false	fail	fail	wrong_feature_order
IRN_046230	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_046231	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_046303	signal,outside,tmhelix,inside,tmhelix,outside	2	true	false	fail	fail	wrong_feature_order
IRN_046435	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_046436	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside	6	true	false	fail	fail	wrong_feature_order
IRN_046438	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_046455	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_046456	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_046681	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_046698	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_046699	outside,tmhelix,inside,tmhelix,outside	2	false	false	fail	fail	wrong_feature_order
IRN_046832	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_046833	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_047705	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_048055	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_048920	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_049333	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_049395	inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	4	false	false	fail	fail	wrong_feature_order
IRN_051513	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051514	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051515	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051516	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051517	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051518	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051519	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051521	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051522	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051523	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051524	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051525	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051526	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051527	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051528	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	5	true	false	fail	fail	wrong_feature_order
IRN_051529	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051530	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051531	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051532	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051533	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051535	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051536	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051537	outside,tmhelix,inside,tmhelix,outside	2	false	false	fail	fail	wrong_feature_order
IRN_051538	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051539	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051540	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051541	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051542	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	7	true	false	fail	fail	wrong_feature_order
IRN_051543	inside,tmhelix,outside,tmhelix,inside	2	false	false	fail	fail	wrong_feature_order
IRN_051544	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051545	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051546	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051547	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051548	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051549	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051550	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	5	true	false	fail	fail	wrong_feature_order
IRN_051551	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	7	false	false	fail	fail	wrong_feature_order
IRN_051552	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	7	false	false	fail	fail	wrong_feature_order
IRN_051553	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051554	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051555	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051556	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051557	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051558	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	11	true	false	fail	fail	wrong_feature_order
IRN_051559	inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	4	false	false	fail	fail	wrong_feature_order
IRN_051560	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	11	true	false	fail	fail	wrong_feature_order
IRN_051561	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051562	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051563	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside	6	true	false	fail	fail	wrong_feature_order
IRN_051564	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	false	false	pass	relaxed	matches_relaxed_topology
IRN_051565	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051566	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051567	inside,tmhelix,outside,tmhelix,inside	2	false	false	fail	fail	wrong_feature_order
IRN_051568	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051569	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051570	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051571	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	7	true	false	fail	fail	wrong_feature_order
IRN_051572	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	9	false	false	fail	fail	wrong_feature_order
IRN_051573	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051574	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051575	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	7	true	false	fail	fail	wrong_feature_order
IRN_051576	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	7	true	false	fail	fail	wrong_feature_order
IRN_051577	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	3	true	false	pass	strict	matches_strict_topology
IRN_051578	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	15	false	false	fail	fail	wrong_feature_order
IRN_051579	outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	9	false	false	fail	fail	wrong_feature_order
IRN_051580	signal,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside,tmhelix,outside,tmhelix,inside	7	true	false	fail	fail	wrong_feature_order
